New_Date,Order_Id,Country,Device_Type,Category,Customer_Name,Sales_Manager,Sales_Rep, Order_Value_Eur ,  Cost  ,Date,Day,Month,Year
04-07-2020,49-8489293,Sweden,PC,Appliances,Altenwerth-Konopelski,Maxie Marrow,Madelon Bront,"33,617.03"," 26,614.60 ",04-07-2020,4,7,2020
09-11-2019,90-2797129,Sweden,PC,Games,"Murray, Reichel and Nolan",Maxie Marrow,Alyosha Meah,"57,913.36"," 48,693.55 ",09-11-2019,9,11,2019
22-08-2019,73-9246627,Sweden,PC,Beauty,"Rowe, Hermiston and Kessler",Maxie Marrow,Alyosha Meah,"1,02,299.92"," 81,706.95 ",8/22/2019,8,22,2019
31-01-2020,89-3466746,Sweden,PC,Outdoors,"Hermiston, Simonis and Wisoky",Maxie Marrow,Caro Morfield,"1,16,469.33"," 95,190.38 ",1/31/2020,1,31,2020
20-09-2019,22-7587128,Sweden,PC,Electronics,"Lubowitz, McLaughlin and Erdman",Maxie Marrow,Tarrah Castelletti,"67,161.99"," 55,764.60 ",9/20/2019,9,20,2019
03-12-2020,16-2824654,Sweden,Mobile,Clothing,Walter LLC,Maxie Marrow,Tarrah Castelletti,"42,611.78"," 35,755.54 ",03-12-2020,3,12,2020
27-08-2020,49-1743669,Sweden,PC,Accessories,Labadie and Sons,Maxie Marrow,Madelon Bront,"1,66,507.76"," 1,43,896.01 ",8/27/2020,8,27,2020
16-05-2020,34-9966345,Sweden,PC,Appliances,West-Cummings,Maxie Marrow,Tarrah Castelletti,"1,68,530.22"," 1,36,981.36 ",5/16/2020,5,16,2020
31-08-2019,91-6738094,Sweden,PC,Appliances,Johns and Sons,Maxie Marrow,Anita Woakes,"36,785.28"," 30,546.50 ",8/31/2019,8,31,2019
20-11-2020,88-5406813,Sweden,PC,Clothing,Larkin-Collier,Maxie Marrow,Caro Morfield,"36,644.05"," 30,491.51 ",11/20/2020,11,20,2020
15-05-2019,42-2765593,Sweden,PC,Beauty,Wisoky Inc,Maxie Marrow,Tarrah Castelletti,"1,15,226.80"," 94,336.18 ",5/15/2019,5,15,2019
30-10-2019,62-7218897,Sweden,PC,Clothing,Kihn Inc,Maxie Marrow,Caro Morfield,"67,611.54"," 56,191.95 ",10/30/2019,10,30,2019
19-02-2019,48-8166416,Sweden,Mobile,Outdoors,Labadie and Sons,Maxie Marrow,Tarrah Castelletti,"1,13,586.11"," 91,641.27 ",2/19/2019,2,19,2019
18-10-2020,28-1840061,Sweden,PC,Smartphones,"Farrell, Swaniawski and Crist",Maxie Marrow,Alyosha Meah,"1,46,226.36"," 1,17,916.94 ",10/18/2020,10,18,2020
18-01-2020,98-4157323,Sweden,PC,Games,Tromp LLC,Maxie Marrow,Anita Woakes,"1,39,682.07"," 1,13,212.32 ",1/18/2020,1,18,2020
05-05-2020,03-3136289,Sweden,PC,Clothing,Johns and Sons,Maxie Marrow,Anita Woakes,"1,16,548.17"," 92,119.67 ",05-05-2020,5,5,2020
09-11-2019,84-9167618,Sweden,PC,Appliances,"Bashirian, Okuneva and Bechtelar",Maxie Marrow,Tarrah Castelletti,"58,010.14"," 46,089.06 ",09-11-2019,9,11,2019
26-11-2019,20-1013432,Sweden,PC,Electronics,Stamm-Zulauf,Maxie Marrow,Tarrah Castelletti,"68,086.96"," 58,759.05 ",11/26/2019,11,26,2019
15-10-2019,87-0122224,Sweden,PC,Electronics,Armstrong-Little,Maxie Marrow,Anita Woakes,"1,24,093.76"," 1,05,231.51 ",10/15/2019,10,15,2019
23-06-2020,19-4538571,Sweden,PC,Electronics,Stehr-Bogan,Maxie Marrow,Caro Morfield,"2,05,059.80"," 1,73,029.46 ",6/23/2020,6,23,2020
20-10-2020,98-3280428,Sweden,PC,Beauty,Morissette Group,Maxie Marrow,Anita Woakes,"39,457.34"," 32,793.00 ",10/20/2020,10,20,2020
30-06-2020,78-6165949,Sweden,PC,Electronics,"Schmitt, Purdy and Johnson",Maxie Marrow,Tarrah Castelletti,"2,63,713.12"," 2,16,165.64 ",6/30/2020,6,30,2020
23-08-2020,02-3364199,Sweden,Tablet,Games,Konopelski LLC,Maxie Marrow,Tarrah Castelletti,"98,320.37"," 77,722.25 ",8/23/2020,8,23,2020
09-05-2020,68-6900528,Sweden,PC,Books,Larkin-Collier,Maxie Marrow,Alyosha Meah,"66,225.71"," 52,437.52 ",09-05-2020,9,5,2020
10-10-2019,97-5858605,Sweden,Mobile,Electronics,Romaguera-Haley,Maxie Marrow,Madelon Bront,"1,06,076.67"," 84,765.87 ",10-10-2019,10,10,2019
03-09-2019,52-5981325,Sweden,PC,Books,Johns and Sons,Maxie Marrow,Alyosha Meah,"71,119.23"," 59,220.98 ",03-09-2019,3,9,2019
06-02-2020,66-5572109,Sweden,PC,Beauty,Romaguera-Dietrich,Maxie Marrow,Alyosha Meah,"2,33,858.47"," 1,85,543.31 ",06-02-2020,6,2,2020
14-08-2020,60-1991659,Sweden,PC,Accessories,"Shanahan, Schaden and Parker",Maxie Marrow,Anita Woakes,"1,70,457.80"," 1,42,809.54 ",8/14/2020,8,14,2020
23-12-2019,57-4142025,Sweden,Mobile,Games,Altenwerth-Konopelski,Maxie Marrow,Caro Morfield,"3,25,331.99"," 2,64,592.51 ",12/23/2019,12,23,2019
31-07-2020,72-1300449,Sweden,PC,Appliances,Dibbert Inc,Maxie Marrow,Alyosha Meah,"1,28,208.95"," 1,11,746.92 ",7/31/2020,7,31,2020
29-08-2020,38-1449694,Sweden,PC,Clothing,Schuster Inc,Maxie Marrow,Alyosha Meah,"45,463.65"," 36,907.39 ",8/29/2020,8,29,2020
25-04-2019,39-3557596,Sweden,PC,Clothing,Johns and Sons,Maxie Marrow,Madelon Bront,"1,12,909.40"," 93,940.62 ",4/25/2019,4,25,2019
02-12-2019,86-6763776,Sweden,PC,Books,Dibbert Inc,Maxie Marrow,Anita Woakes,"80,867.18"," 63,982.11 ",02-12-2019,2,12,2019
24-12-2020,26-1771681,Sweden,PC,Books,Walter LLC,Maxie Marrow,Madelon Bront,"1,49,938.71"," 1,31,541.23 ",12/24/2020,12,24,2020
23-08-2020,57-6427586,Sweden,PC,Books,Schoen-Keeling,Maxie Marrow,Tarrah Castelletti,"1,03,839.74"," 90,683.24 ",8/23/2020,8,23,2020
02-12-2019,34-8728117,Sweden,PC,Other,"Lueilwitz, Kerluke and Lesch",Maxie Marrow,Caro Morfield,"24,787.65"," 20,454.77 ",02-12-2019,2,12,2019
26-08-2020,86-6380587,Sweden,PC,Smartphones,McGlynn-Bergstrom,Maxie Marrow,Anita Woakes,"1,37,026.71"," 1,20,117.61 ",8/26/2020,8,26,2020
10-12-2019,10-1511807,Sweden,PC,Games,Stehr LLC,Maxie Marrow,Tarrah Castelletti,"78,679.60"," 62,416.53 ",10-12-2019,10,12,2019
27-12-2019,91-4735064,Sweden,PC,Accessories,Wunsch LLC,Maxie Marrow,Tarrah Castelletti,"2,40,940.97"," 1,95,138.09 ",12/27/2019,12,27,2019
04-01-2020,43-1236055,Sweden,PC,Clothing,Johns and Sons,Maxie Marrow,Madelon Bront,"50,646.66"," 43,039.53 ",04-01-2020,4,1,2020
25-01-2019,25-6133000,Sweden,PC,Clothing,Altenwerth-Konopelski,Maxie Marrow,Madelon Bront,"89,639.28"," 77,788.97 ",1/25/2019,1,25,2019
19-05-2020,58-5376153,Sweden,PC,Beauty,"Lubowitz, McLaughlin and Erdman",Maxie Marrow,Caro Morfield,"85,156.70"," 69,479.35 ",5/19/2020,5,19,2020
02-10-2019,42-2439801,Sweden,PC,Electronics,"Christiansen, Donnelly and Bechtelar",Maxie Marrow,Madelon Bront,"83,782.11"," 67,310.55 ",02-10-2019,2,10,2019
09-04-2019,80-1021367,Sweden,PC,Electronics,"Dickinson, Hyatt and Berge",Maxie Marrow,Madelon Bront,"1,18,030.70"," 97,304.51 ",09-04-2019,9,4,2019
21-07-2020,15-3268783,Sweden,PC,Accessories,"Jacobson, Marvin and Brown",Maxie Marrow,Alyosha Meah,"79,407.28"," 64,383.42 ",7/21/2020,7,21,2020
19-01-2020,04-4730440,Sweden,Mobile,Games,"Keeling, Monahan and Pollich",Maxie Marrow,Tarrah Castelletti,"84,537.20"," 69,405.04 ",1/19/2020,1,19,2020
27-10-2020,82-8836162,Sweden,Tablet,Appliances,Altenwerth-Konopelski,Maxie Marrow,Madelon Bront,"36,181.81"," 29,698.03 ",10/27/2020,10,27,2020
21-01-2020,78-7812852,Sweden,Mobile,Books,Tromp LLC,Maxie Marrow,Caro Morfield,"73,773.60"," 58,421.31 ",1/21/2020,1,21,2020
16-05-2019,63-2957047,Sweden,PC,Clothing,Johns and Sons,Maxie Marrow,Alyosha Meah,"43,243.45"," 37,764.50 ",5/16/2019,5,16,2019
23-12-2019,90-3993986,Sweden,PC,Electronics,"Murray, Reichel and Nolan",Maxie Marrow,Tarrah Castelletti,"88,832.28"," 71,501.10 ",12/23/2019,12,23,2019
03-05-2020,96-5143420,Sweden,PC,Other,Hessel-Stiedemann,Maxie Marrow,Alyosha Meah,"72,757.01"," 63,378.63 ",03-05-2020,3,5,2020
23-05-2019,92-2645259,Sweden,PC,Beauty,Wiza and Sons,Maxie Marrow,Caro Morfield,"1,51,315.26"," 1,21,173.26 ",5/23/2019,5,23,2019
12-09-2020,12-4881666,Sweden,PC,Electronics,Dibbert Inc,Maxie Marrow,Tarrah Castelletti,"1,78,304.35"," 1,53,573.54 ",12-09-2020,12,9,2020
01-02-2019,33-8484080,Sweden,PC,Appliances,Larkin-Collier,Maxie Marrow,Tarrah Castelletti,"1,74,380.20"," 1,51,518.96 ",01-02-2019,1,2,2019
15-08-2019,99-3994854,Sweden,PC,Outdoors,Corwin and Sons,Maxie Marrow,Madelon Bront,"71,049.09"," 58,842.86 ",8/15/2019,8,15,2019
01-07-2020,40-9114557,Sweden,PC,Appliances,Romaguera-Haley,Maxie Marrow,Caro Morfield,"1,22,273.00"," 1,04,531.19 ",01-07-2020,1,7,2020
23-05-2020,79-0393736,Sweden,PC,Beauty,Johns and Sons,Maxie Marrow,Anita Woakes,"69,565.47"," 57,808.91 ",5/23/2020,5,23,2020
18-12-2019,43-9259516,Sweden,PC,Accessories,Franecki-White,Maxie Marrow,Anita Woakes,"2,07,379.28"," 1,66,442.61 ",12/18/2019,12,18,2019
30-11-2020,53-0009701,Sweden,Mobile,Electronics,West-Cummings,Maxie Marrow,Anita Woakes,"1,53,823.74"," 1,29,258.09 ",11/30/2020,11,30,2020
03-01-2020,36-3226083,Sweden,PC,Appliances,"Dickinson, Hyatt and Berge",Maxie Marrow,Madelon Bront,"79,313.86"," 63,316.25 ",03-01-2020,3,1,2020
25-10-2020,84-2496865,Sweden,PC,Clothing,Romaguera-Haley,Maxie Marrow,Anita Woakes,"53,093.47"," 42,533.18 ",10/25/2020,10,25,2020
13-05-2019,55-4422832,Sweden,PC,Electronics,West-Cummings,Maxie Marrow,Anita Woakes,"43,158.94"," 36,244.88 ",5/13/2019,5,13,2019
10-03-2019,80-8019337,Sweden,PC,Beauty,Johns and Sons,Maxie Marrow,Anita Woakes,"1,31,402.37"," 1,06,383.36 ",10-03-2019,10,3,2019
05-04-2019,76-8416893,Sweden,PC,Electronics,"Schmitt, Purdy and Johnson",Maxie Marrow,Alyosha Meah,"1,56,505.37"," 1,28,647.41 ",05-04-2019,5,4,2019
23-03-2019,17-3994138,Sweden,PC,Beauty,Schoen-Keeling,Maxie Marrow,Tarrah Castelletti,"1,21,292.94"," 1,04,384.70 ",3/23/2019,3,23,2019
28-11-2019,84-5276032,Sweden,PC,Games,"Bashirian, Okuneva and Bechtelar",Maxie Marrow,Madelon Bront,"1,08,978.79"," 95,432.73 ",11/28/2019,11,28,2019
05-07-2019,54-3353166,Sweden,PC,Clothing,"Schmitt, Purdy and Johnson",Maxie Marrow,Alyosha Meah,"1,77,215.51"," 1,55,807.88 ",05-07-2019,5,7,2019
22-10-2020,24-6905998,Sweden,PC,Electronics,"Leffler, Prohaska and Streich",Maxie Marrow,Anita Woakes,"1,03,638.67"," 84,030.23 ",10/22/2020,10,22,2020
28-11-2020,35-0173281,Sweden,PC,Smartphones,"Schowalter, Lesch and Beahan",Maxie Marrow,Caro Morfield,"1,69,810.63"," 1,45,952.24 ",11/28/2020,11,28,2020
03-05-2020,09-3747816,Sweden,PC,Electronics,McGlynn-Bergstrom,Maxie Marrow,Tarrah Castelletti,"90,602.07"," 71,630.00 ",03-05-2020,3,5,2020
22-06-2019,00-7031798,Sweden,PC,Games,Wisoky Inc,Maxie Marrow,Anita Woakes,"1,76,473.32"," 1,39,413.92 ",6/22/2019,6,22,2019
26-08-2019,71-1921602,Sweden,PC,Beauty,"Leffler, Prohaska and Streich",Maxie Marrow,Anita Woakes,"46,849.71"," 39,630.17 ",8/26/2019,8,26,2019
06-08-2019,22-9949979,Sweden,PC,Other,Walter LLC,Maxie Marrow,Tarrah Castelletti,"2,96,844.24"," 2,44,926.18 ",06-08-2019,6,8,2019
07-09-2020,39-5542863,Sweden,PC,Books,Hessel-Stiedemann,Maxie Marrow,Alyosha Meah,"2,49,842.77"," 2,18,737.35 ",07-09-2020,7,9,2020
27-02-2019,58-1079558,Sweden,PC,Smartphones,"Dickinson, Hyatt and Berge",Maxie Marrow,Caro Morfield,"35,354.22"," 30,517.76 ",2/27/2019,2,27,2019
17-02-2019,21-2589548,Sweden,PC,Beauty,Johns and Sons,Maxie Marrow,Alyosha Meah,"89,376.84"," 73,646.52 ",2/17/2019,2,17,2019
25-02-2019,52-7049356,Sweden,PC,Electronics,"Dickinson, Hyatt and Berge",Maxie Marrow,Alyosha Meah,"1,10,837.96"," 92,106.34 ",2/25/2019,2,25,2019
29-04-2020,44-9978904,Sweden,PC,Books,Romaguera-Dietrich,Maxie Marrow,Tarrah Castelletti,"97,148.34"," 77,806.11 ",4/29/2020,4,29,2020
21-11-2020,40-0265810,Sweden,PC,Beauty,Tillman and Sons,Maxie Marrow,Madelon Bront,"45,261.84"," 37,816.27 ",11/21/2020,11,21,2020
14-06-2019,99-9599677,Sweden,Mobile,Clothing,Wyman Group,Maxie Marrow,Alyosha Meah,"1,38,443.23"," 1,15,101.70 ",6/14/2019,6,14,2019
09-03-2019,03-4651559,Sweden,Mobile,Outdoors,"Farrell, Swaniawski and Crist",Maxie Marrow,Madelon Bront,"1,15,339.49"," 1,00,691.37 ",09-03-2019,9,3,2019
04-11-2020,22-6046651,Sweden,PC,Outdoors,Hane Inc,Maxie Marrow,Madelon Bront,"1,52,522.94"," 1,22,399.66 ",04-11-2020,4,11,2020
18-04-2019,71-6499815,Sweden,PC,Smartphones,"Spencer, Rogahn and Muller",Maxie Marrow,Caro Morfield,"63,196.98"," 54,671.71 ",4/18/2019,4,18,2019
29-01-2019,81-1454737,Sweden,PC,Clothing,O'Connell-Mitchell,Maxie Marrow,Alyosha Meah,"83,119.87"," 69,604.58 ",1/29/2019,1,29,2019
05-03-2020,41-0722740,Sweden,PC,Appliances,Armstrong-Little,Maxie Marrow,Anita Woakes,"1,52,747.92"," 1,30,614.75 ",05-03-2020,5,3,2020
28-12-2019,65-4008552,Sweden,PC,Clothing,"Jacobson, Marvin and Brown",Maxie Marrow,Tarrah Castelletti,"2,55,216.00"," 2,11,446.46 ",12/28/2019,12,28,2019
25-10-2020,14-1283254,Sweden,PC,Appliances,"Farrell, Swaniawski and Crist",Maxie Marrow,Madelon Bront,"1,15,151.22"," 91,430.07 ",10/25/2020,10,25,2020
08-12-2020,79-4826735,Sweden,PC,Beauty,Johns and Sons,Maxie Marrow,Madelon Bront,"57,347.48"," 50,041.41 ",08-12-2020,8,12,2020
24-05-2020,01-6573793,Sweden,PC,Beauty,McGlynn-Prosacco,Maxie Marrow,Tarrah Castelletti,"79,088.70"," 67,415.21 ",5/24/2020,5,24,2020
07-04-2019,24-2442637,Sweden,PC,Clothing,Wisoky Inc,Maxie Marrow,Tarrah Castelletti,"1,61,192.45"," 1,35,965.83 ",07-04-2019,7,4,2019
10-10-2019,47-6702070,Sweden,PC,Books,"Murray, Reichel and Nolan",Maxie Marrow,Madelon Bront,"28,755.32"," 23,938.80 ",10-10-2019,10,10,2019
25-05-2019,71-3278650,Sweden,PC,Smartphones,Johns and Sons,Maxie Marrow,Caro Morfield,"53,957.42"," 46,905.19 ",5/25/2019,5,25,2019
14-01-2019,96-1388247,Sweden,PC,Electronics,Labadie and Sons,Maxie Marrow,Caro Morfield,"1,00,578.60"," 83,208.68 ",1/14/2019,1,14,2019
15-10-2020,08-5093310,Sweden,PC,Games,Hilll-Vandervort,Maxie Marrow,Madelon Bront,"36,749.51"," 30,101.52 ",10/15/2020,10,15,2020
29-01-2019,19-1017922,Sweden,PC,Clothing,Kirlin and Sons,Maxie Marrow,Alyosha Meah,"1,62,142.74"," 1,36,037.76 ",1/29/2019,1,29,2019
15-06-2019,06-2196763,Sweden,PC,Electronics,"Hamill, Kulas and Roob",Maxie Marrow,Madelon Bront,"69,626.39"," 57,295.56 ",6/15/2019,6,15,2019
25-06-2020,76-5888381,Sweden,PC,Electronics,"Jacobson, Marvin and Brown",Maxie Marrow,Tarrah Castelletti,"1,85,778.30"," 1,54,734.75 ",6/25/2020,6,25,2020
14-06-2019,49-2256360,Sweden,Mobile,Smartphones,"Schowalter, Lesch and Beahan",Maxie Marrow,Alyosha Meah,"2,51,587.20"," 2,01,848.41 ",6/14/2019,6,14,2019
03-09-2019,59-2480731,Sweden,Tablet,Smartphones,Johns and Sons,Maxie Marrow,Anita Woakes,"19,930.04"," 16,543.93 ",03-09-2019,3,9,2019
19-02-2019,14-5110197,Sweden,PC,Books,"Farrell, Swaniawski and Crist",Maxie Marrow,Alyosha Meah,"25,907.52"," 22,454.05 ",2/19/2019,2,19,2019
29-09-2019,60-9753536,Sweden,Mobile,Appliances,Larkin-Collier,Maxie Marrow,Alyosha Meah,"64,842.92"," 56,439.28 ",9/29/2019,9,29,2019
27-04-2020,73-8632957,Sweden,PC,Books,McGlynn-Prosacco,Maxie Marrow,Madelon Bront,"1,31,839.16"," 1,15,372.45 ",4/27/2020,4,27,2020
31-10-2020,61-3721294,Sweden,PC,Clothing,Gleichner-Green,Maxie Marrow,Tarrah Castelletti,"89,502.53"," 72,488.10 ",10/31/2020,10,31,2020
09-11-2020,46-2962443,Sweden,PC,Books,Johns and Sons,Maxie Marrow,Madelon Bront,"1,73,944.47"," 1,39,729.59 ",09-11-2020,9,11,2020
19-01-2020,34-1570975,Sweden,PC,Electronics,"Zieme, Bailey and Herzog",Maxie Marrow,Caro Morfield,"94,085.50"," 77,498.23 ",1/19/2020,1,19,2020
18-03-2019,48-6452102,Sweden,Mobile,Appliances,Franecki-White,Maxie Marrow,Anita Woakes,"83,897.88"," 69,559.73 ",3/18/2019,3,18,2019
11-10-2019,85-9541179,Sweden,PC,Books,Hegmann Group,Maxie Marrow,Tarrah Castelletti,"1,33,055.04"," 1,05,366.29 ",11-10-2019,11,10,2019
16-09-2019,93-2085046,Sweden,PC,Appliances,"Swaniawski, Runolfsson and Green",Maxie Marrow,Tarrah Castelletti,"94,115.99"," 75,669.26 ",9/16/2019,9,16,2019
30-08-2020,64-5761908,UK,PC,Accessories,"Hermiston, Simonis and Wisoky",Jessamine Apark,Winny Agnolo,"1,56,585.22"," 1,26,599.15 ",8/30/2020,8,30,2020
23-02-2019,25-6368157,UK,PC,Smartphones,Gislason-Stanton,Jessamine Apark,Winny Agnolo,"66,673.19"," 52,811.83 ",2/23/2019,2,23,2019
20-07-2019,32-3534634,UK,PC,Accessories,Wisoky Inc,Jessamine Apark,Winny Agnolo,"1,64,971.70"," 1,32,686.74 ",7/20/2019,7,20,2019
08-06-2019,02-3972649,UK,PC,Beauty,Johns and Sons,Jessamine Apark,Genevra Charrisson,"1,49,486.27"," 1,18,662.20 ",08-06-2019,8,6,2019
22-11-2019,53-7769693,UK,PC,Games,Tillman and Sons,Jessamine Apark,Jay Morefield,"29,493.79"," 24,285.19 ",11/22/2019,11,22,2019
13-06-2019,96-0180648,UK,PC,Outdoors,Labadie and Sons,Jessamine Apark,Winny Agnolo,"1,24,414.74"," 98,959.48 ",6/13/2019,6,13,2019
26-03-2019,34-3302340,UK,PC,Games,Labadie and Sons,Jessamine Apark,Genevra Charrisson,"27,987.13"," 24,001.76 ",3/26/2019,3,26,2019
11-05-2020,68-5024232,UK,PC,Games,Hessel-Stiedemann,Jessamine Apark,Winny Agnolo,"1,24,668.36"," 1,03,998.35 ",11-05-2020,11,5,2020
22-03-2019,53-0615558,UK,PC,Clothing,Hessel-Stiedemann,Jessamine Apark,Jay Morefield,"24,543.72"," 19,492.62 ",3/22/2019,3,22,2019
12-02-2020,09-3404706,UK,PC,Appliances,Larkin-Collier,Jessamine Apark,Genevra Charrisson,"2,03,958.16"," 1,76,444.20 ",12-02-2020,12,2,2020
26-08-2019,74-6920956,UK,PC,Outdoors,"Dickinson, Hyatt and Berge",Jessamine Apark,Genevra Charrisson,"90,559.16"," 75,318.05 ",8/26/2019,8,26,2019
19-12-2019,42-7823733,UK,PC,Other,Johns and Sons,Jessamine Apark,Winny Agnolo,"3,83,996.76"," 3,04,701.43 ",12/19/2019,12,19,2019
23-01-2020,09-6527060,UK,PC,Beauty,Johns and Sons,Jessamine Apark,Jay Morefield,"1,50,313.19"," 1,18,927.80 ",1/23/2020,1,23,2020
19-02-2019,68-9634139,UK,PC,Clothing,"Dickinson, Hyatt and Berge",Jessamine Apark,Jay Morefield,"28,328.78"," 24,408.08 ",2/19/2019,2,19,2019
07-10-2020,52-9152387,UK,PC,Books,Johns and Sons,Jessamine Apark,Winny Agnolo,"99,064.31"," 85,393.44 ",07-10-2020,7,10,2020
23-10-2019,76-5919033,UK,PC,Outdoors,Johns and Sons,Jessamine Apark,Jay Morefield,"1,69,629.55"," 1,35,347.42 ",10/23/2019,10,23,2019
12-12-2020,73-3464233,UK,Mobile,Appliances,Johns and Sons,Jessamine Apark,Genevra Charrisson,"2,22,700.23"," 1,94,951.78 ",12-12-2020,12,12,2020
06-01-2019,18-7077174,UK,PC,Accessories,"Murray, Reichel and Nolan",Jessamine Apark,Jay Morefield,"1,28,227.36"," 1,06,710.81 ",06-01-2019,6,1,2019
26-04-2020,87-0922827,UK,PC,Beauty,Considine-Fisher,Jessamine Apark,Winny Agnolo,"1,69,262.20"," 1,41,080.04 ",4/26/2020,4,26,2020
26-09-2019,15-5051694,UK,PC,Electronics,Dibbert Inc,Jessamine Apark,Genevra Charrisson,"1,26,979.62"," 1,05,113.73 ",9/26/2019,9,26,2019
24-05-2019,92-4106004,UK,PC,Clothing,Johns and Sons,Jessamine Apark,Jay Morefield,"1,73,258.94"," 1,43,198.51 ",5/24/2019,5,24,2019
18-11-2020,77-9240051,UK,PC,Clothing,"Swaniawski, Runolfsson and Green",Jessamine Apark,Jay Morefield,"50,689.19"," 43,597.77 ",11/18/2020,11,18,2020
01-11-2020,55-5032186,UK,PC,Books,"Bashirian, Okuneva and Bechtelar",Jessamine Apark,Jay Morefield,"1,19,769.22"," 98,234.71 ",01-11-2020,1,11,2020
20-05-2020,34-5793997,UK,PC,Clothing,Hessel-Stiedemann,Jessamine Apark,Genevra Charrisson,"81,219.67"," 70,319.99 ",5/20/2020,5,20,2020
20-01-2019,99-5465830,UK,Tablet,Clothing,"Christiansen, Donnelly and Bechtelar",Jessamine Apark,Genevra Charrisson,"1,23,272.44"," 1,01,576.49 ",1/20/2019,1,20,2019
04-11-2019,85-8092784,UK,PC,Games,"Keeling, Monahan and Pollich",Jessamine Apark,Genevra Charrisson,"74,295.81"," 63,716.09 ",04-11-2019,4,11,2019
12-06-2020,97-5905883,UK,PC,Clothing,Konopelski LLC,Jessamine Apark,Genevra Charrisson,"1,52,865.34"," 1,21,130.50 ",12-06-2020,12,6,2020
24-12-2019,91-0416047,UK,PC,Clothing,Johns and Sons,Jessamine Apark,Winny Agnolo,"1,56,177.77"," 1,30,096.08 ",12/24/2019,12,24,2019
27-04-2020,68-8279682,UK,PC,Accessories,Romaguera-Haley,Jessamine Apark,Winny Agnolo,"1,78,465.40"," 1,56,282.15 ",4/27/2020,4,27,2020
23-10-2020,46-1054213,UK,PC,Electronics,Smith Group,Jessamine Apark,Genevra Charrisson,"1,54,715.49"," 1,26,572.74 ",10/23/2020,10,23,2020
24-10-2019,13-1936536,UK,Mobile,Appliances,Hessel-Stiedemann,Jessamine Apark,Genevra Charrisson,"1,12,491.58"," 92,254.34 ",10/24/2019,10,24,2019
01-05-2019,15-2503493,UK,PC,Appliances,McGlynn-Prosacco,Jessamine Apark,Jay Morefield,"1,29,485.51"," 1,12,794.83 ",01-05-2019,1,5,2019
11-08-2020,10-9932801,UK,PC,Games,"Swaniawski, Runolfsson and Green",Jessamine Apark,Genevra Charrisson,"1,00,094.97"," 84,690.35 ",11-08-2020,11,8,2020
08-09-2020,70-8991739,UK,Mobile,Books,"Dickinson, Hyatt and Berge",Jessamine Apark,Jay Morefield,"77,128.75"," 65,536.30 ",08-09-2020,8,9,2020
27-03-2020,55-4588115,UK,Mobile,Outdoors,"Dickinson, Hyatt and Berge",Jessamine Apark,Genevra Charrisson,"65,014.84"," 53,669.75 ",3/27/2020,3,27,2020
14-07-2020,89-5350599,UK,PC,Clothing,Armstrong-Little,Jessamine Apark,Winny Agnolo,"1,51,632.33"," 1,20,744.82 ",7/14/2020,7,14,2020
13-10-2019,31-6770318,UK,PC,Outdoors,Johns and Sons,Jessamine Apark,Genevra Charrisson,"1,05,686.13"," 86,694.33 ",10/13/2019,10,13,2019
18-04-2019,73-8057834,UK,PC,Appliances,McGlynn-Prosacco,Jessamine Apark,Genevra Charrisson,"1,60,763.90"," 1,31,102.96 ",4/18/2019,4,18,2019
02-08-2019,75-1785229,UK,PC,Beauty,Wiza and Sons,Jessamine Apark,Jay Morefield,"60,301.96"," 48,820.47 ",02-08-2019,2,8,2019
09-03-2019,07-7047482,UK,PC,Appliances,Johns and Sons,Jessamine Apark,Jay Morefield,"1,65,631.75"," 1,39,114.11 ",09-03-2019,9,3,2019
18-11-2019,76-2146784,UK,PC,Smartphones,Johns and Sons,Jessamine Apark,Jay Morefield,"1,23,751.91"," 1,02,590.33 ",11/18/2019,11,18,2019
04-04-2020,29-8979189,UK,PC,Clothing,Johns and Sons,Jessamine Apark,Winny Agnolo,"99,114.91"," 84,217.94 ",04-04-2020,4,4,2020
22-10-2019,27-3437546,UK,PC,Games,Schoen-Keeling,Jessamine Apark,Genevra Charrisson,"63,979.04"," 56,032.84 ",10/22/2019,10,22,2019
29-05-2019,70-8181545,UK,PC,Beauty,Dibbert Inc,Jessamine Apark,Genevra Charrisson,"47,771.76"," 39,234.95 ",5/29/2019,5,29,2019
20-07-2020,11-5257937,UK,PC,Electronics,"Keeling, Monahan and Pollich",Jessamine Apark,Jay Morefield,"2,27,856.66"," 1,99,010.01 ",7/20/2020,7,20,2020
10-07-2019,38-2969743,UK,Tablet,Clothing,"Hartmann, Hane and Pfannerstill",Jessamine Apark,Winny Agnolo,"1,46,055.05"," 1,17,822.61 ",10-07-2019,10,7,2019
27-09-2020,84-9385946,UK,Tablet,Smartphones,Wiza and Sons,Jessamine Apark,Genevra Charrisson,"34,748.75"," 27,475.84 ",9/27/2020,9,27,2020
09-04-2020,00-1210718,UK,PC,Books,Gislason-Stanton,Jessamine Apark,Winny Agnolo,"1,37,306.45"," 1,08,732.98 ",09-04-2020,9,4,2020
22-03-2019,36-0185776,UK,Tablet,Clothing,Corwin and Sons,Jessamine Apark,Jay Morefield,"83,097.40"," 68,148.18 ",3/22/2019,3,22,2019
25-07-2020,99-9021526,UK,Tablet,Beauty,"Dickinson, Hyatt and Berge",Jessamine Apark,Jay Morefield,"92,179.76"," 74,794.66 ",7/25/2020,7,25,2020
